mcs_dl_i,mcs_ul_i,dl_kbps_i,ul_kbps_i,cpu_set,cpu_i,explode,predicted_dl_kbps,recommended_cpu_cores,recommended_mcs_dl,power_optimization,load_balancing
23,18,36680,45015,Core 0-3,0.4095522168438049,0,0.6145164449272034,Core 0-3,22,Reduce Power,Normal Operation
10,20,19383,23337,Core 4-7,0.3992231132756769,0,0.6134197545128243,Core 0-3,9,Reduce Power,Normal Operation
10,9,44900,34575,Core 0-3,0.6290587489620282,0,0.7701717347804501,Core 0-3,9,Reduce Power,Normal Operation
11,24,46499,35353,Core 4-7,0.4475044745044743,0,0.6218072225455368,Core 0-3,10,Reduce Power,Normal Operation
21,2,48451,26895,Core 0-3,0.6144056484275897,0,0.7993398032018969,Core 0-3,20,Reduce Power,Normal Operation
7,8,7660,16915,Core 0-3,0.4564096453091869,0,0.6158280912708828,Core 0-3,6,Reduce Power,Normal Operation
18,20,55762,32486,Core 0-3,0.1392014787766876,0,0.6697046542969274,Core 0-3,17,Reduce Power,Normal Operation
4,2,20429,24604,Core 0-3,0.2886196249577505,0,0.6426069195318572,Core 0-3,3,Reduce Power,Normal Operation
2,11,83633,791,Core 0-3,0.1799106798134421,0,0.6718796872012893,Core 0-3,1,Reduce Power,Normal Operation
14,26,11623,4186,Core 4-7,0.5413710135994003,0,0.7615717604159901,Core 0-3,13,Reduce Power,Normal Operation
13,7,28857,45847,Core 0-3,0.1601617803395034,0,0.6769674572784564,Core 0-3,12,Reduce Power,Normal Operation
29,6,70996,2142,Core 4-7,0.4001557395802928,0,0.6134197545128243,Core 0-3,28,Reduce Power,Normal Operation
12,10,34056,31977,Core 4-7,0.42621211143359,0,0.6237192186046375,Core 0-3,11,Reduce Power,Normal Operation
7,5,84291,24650,Core 0-3,0.4506645714234876,0,0.6183737998734066,Core 0-3,6,Reduce Power,Normal Operation
2,11,62434,9269,Core 4-7,0.6760951914364857,0,0.7499305674047011,Core 0-3,1,Reduce Power,Normal Operation
13,1,79386,30333,Core 0-3,0.7108327677984583,0,0.7352597334012475,Core 0-3,12,Reduce Power,Normal Operation
14,2,31381,4409,Core 4-7,0.3513969860472202,0,0.6241340964485307,Core 0-3,13,Reduce Power,Normal Operation
27,24,18909,32578,Core 4-7,0.4961625025439199,0,0.6971448482172464,Core 0-3,26,Reduce Power,Normal Operation
17,1,55916,12768,Core 0-3,0.4157103352463644,0,0.6183658175644734,Core 0-3,16,Reduce Power,Normal Operation
9,19,98671,11344,Core 4-7,0.5843853303038641,0,0.7855158943329397,Core 0-3,8,Reduce Power,Normal Operation
17,2,68482,9138,Core 4-7,0.4833702104321138,0,0.6374229321679956,Core 0-3,16,Reduce Power,Normal Operation
8,21,31157,37641,Core 4-7,0.5905974750805147,0,0.7920410406292,Core 0-3,7,Reduce Power,Normal Operation
2,20,87243,11733,Core 0-3,0.2733305156131516,0,0.6462112486595243,Core 0-3,1,Reduce Power,Normal Operation
28,29,49451,30996,Core 4-7,0.5456255849147723,0,0.7427907553874935,Core 0-3,27,Reduce Power,Normal Operation
24,23,9252,18306,Core 4-7,0.219395603109566,0,0.6697208150139233,Core 0-3,23,Reduce Power,Normal Operation
13,21,13940,40826,Core 0-3,0.3438281161690004,0,0.6424702371097362,Core 0-3,12,Reduce Power,Normal Operation
3,24,45364,13771,Core 4-7,0.5202502355595576,0,0.7522454647358472,Core 0-3,2,Reduce Power,Normal Operation
16,4,50191,40013,Core 0-3,0.1097654865394844,0,0.6721699350298332,Core 0-3,15,Reduce Power,Normal Operation
6,12,72535,19965,Core 4-7,0.0624998647596319,0,0.6720172483895774,Core 0-3,5,Reduce Power,Normal Operation
19,22,87175,40002,Core 4-7,0.2685988419117666,0,0.6500583240346367,Core 0-3,18,Reduce Power,Normal Operation
7,20,80803,14360,Core 4-7,0.3121894120156849,0,0.6302639084932625,Core 0-3,6,Reduce Power,Normal Operation
10,18,22843,8750,Core 0-3,0.3330268975705247,0,0.6434619528416853,Core 0-3,9,Reduce Power,Normal Operation
9,1,93748,41918,Core 4-7,0.3951558917462994,1,0.5999652778416895,Core 0-3,8,Reduce Power,Normal Operation
2,1,20173,49755,Core 0-3,0.5613242417471114,0,0.7802533518547229,Core 0-3,1,Reduce Power,Normal Operation
28,24,60454,21810,Core 0-3,0.891936175008405,0,0.5917805108902631,Core 0-3,27,Reduce Power,Normal Operation
28,14,55198,28482,Core 4-7,0.3743768487600084,0,0.6199947620467698,Core 0-3,27,Reduce Power,Normal Operation
15,4,95524,32706,Core 4-7,0.576274931038038,0,0.7735541726341486,Core 0-3,14,Reduce Power,Normal Operation
5,5,27020,10264,Core 0-3,0.7490572206715393,0,0.6730133544518836,Core 0-3,4,Reduce Power,Normal Operation
29,11,16284,44161,Core 4-7,0.7133056177553577,0,0.7280081868232375,Core 0-3,28,Reduce Power,Normal Operation
22,24,38579,13342,Core 4-7,0.3429282510295132,0,0.6424702371097362,Core 0-3,21,Reduce Power,Normal Operation
4,28,44720,37991,Core 4-7,0.6746214636499401,0,0.7609374810052016,Core 0-3,3,Reduce Power,Normal Operation
20,23,20991,44872,Core 4-7,0.7581307026741784,0,0.6151415697308092,Core 0-3,19,Reduce Power,Normal Operation
4,13,49220,24543,Core 0-3,0.8061850292100339,0,0.6118357948860248,Core 0-3,3,Reduce Power,Normal Operation
18,16,15218,38471,Core 4-7,0.8137047739197893,0,0.6328841537053487,Core 0-3,17,Reduce Power,Normal Operation
4,24,36097,3476,Core 0-3,0.2799556641948645,0,0.6422486669766547,Core 0-3,3,Reduce Power,Normal Operation
27,13,61717,7926,Core 0-3,0.5479399589454669,0,0.7544022103625551,Core 0-3,26,Reduce Power,Normal Operation
17,24,98851,23387,Core 0-3,0.3619295849890178,0,0.6167625778791482,Core 0-3,16,Reduce Power,Normal Operation
12,22,27332,27210,Core 0-3,0.2387274124899454,0,0.6638501041453998,Core 0-3,11,Reduce Power,Normal Operation
22,26,55318,41887,Core 0-3,0.5957197728419158,0,0.785740157181968,Core 0-3,21,Reduce Power,Normal Operation
17,2,97898,47970,Core 0-3,0.5402140085482667,0,0.7678793426197812,Core 0-3,16,Reduce Power,Normal Operation
10,16,13364,6986,Core 0-3,0.5341777957196266,0,0.7604550770811481,Core 0-3,9,Reduce Power,Normal Operation
22,6,88878,39758,Core 4-7,0.4050289737553849,0,0.6149743371046159,Core 0-3,21,Reduce Power,Normal Operation
1,14,8677,47382,Core 4-7,0.989813583124036,1,0.6034609603275889,Core 0-3,0,Reduce Power,Normal Operation
22,1,46615,23123,Core 0-3,0.8017774490031713,1,0.612703003819892,Core 0-3,21,Reduce Power,Normal Operation
26,17,56710,24306,Core 4-7,0.4162845538962432,0,0.6183658175644734,Core 0-3,25,Reduce Power,Normal Operation
24,11,52454,6473,Core 4-7,0.4952890977855076,0,0.6863316506455185,Core 0-3,23,Reduce Power,Normal Operation
27,19,12344,46715,Core 4-7,0.5990556487801748,0,0.7644921189530173,Core 0-3,26,Reduce Power,Normal Operation
18,3,74630,49126,Core 4-7,0.7054656710624081,0,0.7441565180849352,Core 0-3,17,Reduce Power,Normal Operation
18,11,13918,46439,Core 0-3,0.596441877357653,0,0.7730391068943134,Core 0-3,17,Reduce Power,Normal Operation
14,29,35354,49585,Core 4-7,0.5229435718739909,0,0.7570362538222681,Core 0-3,13,Reduce Power,Normal Operation
15,5,89144,29657,Core 0-3,0.2165084911085017,0,0.6697208150139233,Core 0-3,14,Reduce Power,Normal Operation
29,17,76455,6021,Core 4-7,0.8925922559119953,0,0.5917805108902631,Core 0-3,28,Reduce Power,Normal Operation
12,26,88575,13391,Core 4-7,0.3737794616843471,0,0.6199947620467698,Core 0-3,11,Reduce Power,Normal Operation
4,22,44450,17295,Core 0-3,0.712248225057342,0,0.7295583175074176,Core 0-3,3,Reduce Power,Normal Operation
27,7,65727,22974,Core 0-3,0.5062807793527656,0,0.6926490161788624,Core 0-3,26,Reduce Power,Normal Operation
3,10,13335,27007,Core 0-3,0.7500332705907382,0,0.667472962448147,Core 0-3,2,Reduce Power,Normal Operation
20,28,18033,11187,Core 4-7,0.2398029169086432,0,0.6638501041453998,Core 0-3,19,Reduce Power,Normal Operation
29,29,95551,33514,Core 4-7,0.3729481442227662,1,0.6199947620467698,Core 0-3,28,Reduce Power,Normal Operation
12,11,88358,11509,Core 4-7,0.4719456483453255,0,0.5953548843450708,Core 0-3,11,Reduce Power,Normal Operation
7,3,10723,23726,Core 0-3,0.3166523495116766,0,0.6284584134175689,Core 0-3,6,Reduce Power,Normal Operation
29,20,10773,23448,Core 0-3,0.3926564516604879,0,0.5965728434936466,Core 0-3,28,Reduce Power,Normal Operation
11,10,34019,35439,Core 0-3,0.7582291183304133,0,0.617860047659505,Core 0-3,10,Reduce Power,Normal Operation
1,27,24660,44791,Core 0-3,0.6105018927848985,0,0.8175309940336816,Core 0-3,0,Reduce Power,Normal Operation
6,10,74885,48796,Core 0-3,0.7895353820790405,0,0.5696091564385515,Core 0-3,5,Reduce Power,Normal Operation
15,14,91692,48544,Core 4-7,0.5130787507775325,0,0.7338835642606196,Core 0-3,14,Reduce Power,Normal Operation
15,12,49488,40725,Core 0-3,0.4682341617226982,0,0.5951080488134244,Core 0-3,14,Reduce Power,Normal Operation
19,15,10848,22602,Core 0-3,0.2384514822176993,0,0.6638501041453998,Core 0-3,18,Reduce Power,Normal Operation
11,10,83960,35328,Core 4-7,0.7095395303080008,0,0.7333214560999985,Core 0-3,10,Reduce Power,Normal Operation
26,10,68019,36602,Core 0-3,0.4677598691797527,0,0.5976067011659622,Core 0-3,25,Reduce Power,Normal Operation
23,26,90926,46355,Core 0-3,0.5389244377490198,0,0.7682642617375189,Core 0-3,22,Reduce Power,Normal Operation
26,19,15129,34212,Core 0-3,0.3881344695775641,0,0.6022206847549146,Core 0-3,25,Reduce Power,Normal Operation
2,1,49556,27323,Core 0-3,1.0,0,0.5645031472978264,Core 0-3,1,Reduce Power,Normal Operation
14,24,11773,5861,Core 4-7,0.5246065330383798,0,0.7774628481840535,Core 0-3,13,Reduce Power,Normal Operation
2,29,97775,26338,Core 0-3,0.3570091987232889,0,0.6303949641873497,Core 0-3,1,Reduce Power,Normal Operation
29,26,40916,15138,Core 4-7,0.2681433825965092,0,0.6500583240346367,Core 0-3,28,Reduce Power,Normal Operation
4,10,8394,38552,Core 0-3,0.6056614266954079,0,0.8105611762311428,Core 0-3,3,Reduce Power,Normal Operation
17,2,46573,23765,Core 4-7,0.3493307697951079,0,0.6282193309766309,Core 0-3,16,Reduce Power,Normal Operation
3,17,46193,25251,Core 4-7,0.4097652979803747,0,0.620609142509609,Core 0-3,2,Reduce Power,Normal Operation
13,24,51966,42512,Core 0-3,0.1944285991005326,0,0.6730206747775349,Core 0-3,12,Reduce Power,Normal Operation
9,7,24843,11416,Core 4-7,0.5134139000027226,0,0.7376167900234478,Core 0-3,8,Reduce Power,Normal Operation
7,7,43595,10009,Core 4-7,0.5112568039042581,0,0.7065540399618923,Core 0-3,6,Reduce Power,Normal Operation
15,20,31674,46032,Core 4-7,0.8715837125531868,1,0.5809319182041879,Core 0-3,14,Reduce Power,Normal Operation
23,27,51301,31602,Core 0-3,0.3928225213323601,0,0.5965728434936466,Core 0-3,22,Reduce Power,Normal Operation
29,9,72936,48159,Core 4-7,0.0605725694680201,0,0.6720172483895774,Core 0-3,28,Reduce Power,Normal Operation
29,22,69836,24824,Core 4-7,0.455539077445704,0,0.6110835324875876,Core 0-3,28,Reduce Power,Normal Operation
11,2,43426,14503,Core 4-7,0.7605860141196021,0,0.617249194594395,Core 0-3,10,Reduce Power,Normal Operation
20,14,73090,28443,Core 0-3,0.6220942002859357,0,0.7893298417907383,Core 0-3,19,Reduce Power,Normal Operation
2,17,39327,43134,Core 0-3,0.7172553840562493,0,0.7382329310373116,Core 0-3,1,Reduce Power,Normal Operation
15,1,45275,33601,Core 4-7,0.5904076342107951,0,0.7920410406292,Core 0-3,14,Reduce Power,Normal Operation
14,9,41701,30443,Core 4-7,0.4122426447549224,0,0.6119528770901552,Core 0-3,13,Reduce Power,Normal Operation
20,20,29873,9956,Core 0-3,0.2751444875838861,0,0.6462112486595243,Core 0-3,19,Reduce Power,Normal Operation
22,21,28025,11869,Core 4-7,0.3034613237668764,0,0.636329343235634,Core 0-3,21,Reduce Power,Normal Operation
11,19,73151,19829,Core 0-3,0.3795769711882366,0,0.6042962851171109,Core 0-3,10,Reduce Power,Normal Operation
27,4,97143,13718,Core 4-7,0.6268043028547519,0,0.7759484310235968,Core 0-3,26,Reduce Power,Normal Operation
3,28,30986,21664,Core 4-7,0.4839111939479981,0,0.6374229321679956,Core 0-3,2,Reduce Power,Normal Operation
17,8,79104,37924,Core 0-3,0.1401528196594587,0,0.6697046542969274,Core 0-3,16,Reduce Power,Normal Operation
12,13,19140,12910,Core 0-3,0.5640331875995437,0,0.7867983916718532,Core 0-3,11,Reduce Power,Normal Operation
24,4,98194,30230,Core 4-7,0.7445393043023062,0,0.7024502771434801,Core 0-3,23,Reduce Power,Normal Operation
28,9,61955,3165,Core 0-3,0.1843892085352381,0,0.6718796872012893,Core 0-3,27,Reduce Power,Normal Operation
29,9,36636,40399,Core 4-7,0.6099472374773884,0,0.8155198849281633,Core 0-3,28,Reduce Power,Normal Operation
21,22,62925,38203,Core 4-7,0.0777973262359285,0,0.6720172483895774,Core 0-3,20,Reduce Power,Normal Operation
15,18,57039,915,Core 0-3,0.3248493350173479,0,0.6383568817162893,Core 0-3,14,Reduce Power,Normal Operation
16,12,82164,33975,Core 4-7,0.2432571484648016,0,0.6638838565078928,Core 0-3,15,Reduce Power,Normal Operation
5,10,25442,24672,Core 4-7,0.6369329159148224,1,0.7695500364494618,Core 0-3,4,Reduce Power,Normal Operation
27,11,68863,3184,Core 0-3,0.8329173287838519,0,0.6338399096019898,Core 0-3,26,Reduce Power,Normal Operation
20,7,59096,7994,Core 4-7,0.7124229600927947,0,0.7295583175074176,Core 0-3,19,Reduce Power,Normal Operation
6,9,82026,20250,Core 4-7,0.7056504337171505,0,0.7441565180849352,Core 0-3,5,Reduce Power,Normal Operation
19,6,35755,20387,Core 4-7,0.3137189430848226,0,0.6302639084932625,Core 0-3,18,Reduce Power,Normal Operation
25,19,62629,21326,Core 4-7,0.6165765692801797,0,0.7866208781072583,Core 0-3,24,Reduce Power,Normal Operation
5,16,86023,6680,Core 0-3,0.5479006760164196,0,0.7544022103625551,Core 0-3,4,Reduce Power,Normal Operation
3,15,62786,47279,Core 4-7,0.2649085497557786,0,0.6520165376497269,Core 0-3,2,Reduce Power,Normal Operation
27,7,86937,3059,Core 4-7,0.7152063962487067,0,0.7357438189444179,Core 0-3,26,Reduce Power,Normal Operation
1,16,16777,41405,Core 4-7,0.5867476433371976,0,0.78505947922731,Core 0-3,0,Reduce Power,Normal Operation
26,5,2143,4471,Core 4-7,0.4562354573282653,0,0.6158280912708828,Core 0-3,25,Reduce Power,Normal Operation
28,16,24229,36225,Core 0-3,0.6642479885065853,0,0.7408715467945843,Core 0-3,27,Reduce Power,Normal Operation
6,1,87123,18613,Core 0-3,0.5295897008750827,0,0.7662635206875288,Core 0-3,5,Reduce Power,Normal Operation
15,19,22318,43361,Core 0-3,0.7402397139438491,0,0.7052685847075253,Core 0-3,14,Reduce Power,Normal Operation
2,5,66055,13451,Core 4-7,0.8776047127621193,0,0.5848033334372484,Core 0-3,1,Reduce Power,Normal Operation
29,7,99479,26117,Core 4-7,0.4441710495083554,0,0.6171950645493726,Core 0-3,28,Reduce Power,Normal Operation
3,19,54129,33294,Core 0-3,0.4419653886916392,0,0.6130736183682869,Core 0-3,2,Reduce Power,Normal Operation
17,22,55938,3083,Core 0-3,0.4018452614779825,0,0.6134197545128243,Core 0-3,16,Reduce Power,Normal Operation
25,5,9957,26128,Core 4-7,0.503479253884166,1,0.6942375713191568,Core 0-3,24,Reduce Power,Normal Operation
24,29,60129,26750,Core 0-3,0.7701989420538102,0,0.6264271083700901,Core 0-3,23,Reduce Power,Normal Operation
12,17,34422,3555,Core 4-7,0.2878118685602989,0,0.6426069195318572,Core 0-3,11,Reduce Power,Normal Operation
18,26,10320,7301,Core 4-7,0.2259151429010715,0,0.6620425367893076,Core 0-3,17,Reduce Power,Normal Operation
15,22,33250,34926,Core 4-7,0.5471917406779812,0,0.7544022103625551,Core 0-3,14,Reduce Power,Normal Operation
12,8,38290,37219,Core 4-7,0.4925086025565122,0,0.6542268905970162,Core 0-3,11,Reduce Power,Normal Operation
16,29,88905,40567,Core 4-7,0.5386095542906759,0,0.7684374079366869,Core 0-3,15,Reduce Power,Normal Operation
27,29,34921,24340,Core 4-7,0.1087115415754855,0,0.6721699350298332,Core 0-3,26,Reduce Power,Normal Operation
8,1,68538,10433,Core 4-7,0.8082605495413928,0,0.6282592013222754,Core 0-3,7,Reduce Power,Normal Operation
28,2,82701,32479,Core 4-7,0.541061487308006,0,0.7615717604159901,Core 0-3,27,Reduce Power,Normal Operation
14,15,62825,45547,Core 0-3,0.989378755897158,0,0.6014866942797604,Core 0-3,13,Reduce Power,Normal Operation
25,20,26100,4637,Core 0-3,0.5827021095991466,0,0.7731087978416349,Core 0-3,24,Reduce Power,Normal Operation
17,28,29894,11923,Core 0-3,0.4197134597893782,0,0.6172642413863865,Core 0-3,16,Reduce Power,Normal Operation
29,18,80122,24815,Core 0-3,0.5509913880595367,0,0.7562779358253513,Core 0-3,28,Reduce Power,Normal Operation
21,11,36671,34982,Core 4-7,0.7959114269103835,0,0.5664514809636876,Core 0-3,20,Reduce Power,Normal Operation
8,25,62026,44656,Core 0-3,0.3559066543528176,0,0.6303949641873497,Core 0-3,7,Reduce Power,Normal Operation
15,10,13649,36615,Core 0-3,0.6168994201035841,0,0.7851252261870671,Core 0-3,14,Reduce Power,Normal Operation
27,24,30894,35254,Core 4-7,0.5875544995107203,0,0.7886885035075929,Core 0-3,26,Reduce Power,Normal Operation
14,24,14896,36812,Core 0-3,0.6188130011451325,0,0.7907408053674587,Core 0-3,13,Reduce Power,Normal Operation
18,4,23824,23863,Core 0-3,0.318205630843776,0,0.6284584134175689,Core 0-3,17,Reduce Power,Normal Operation
20,5,47698,17585,Core 0-3,0.6275126699187293,0,0.7769244722667756,Core 0-3,19,Reduce Power,Normal Operation
7,4,83205,42914,Core 0-3,0.612465486812397,0,0.80782864623911,Core 0-3,6,Reduce Power,Normal Operation
3,13,92279,37054,Core 4-7,0.8133511225021559,0,0.6328841537053487,Core 0-3,2,Reduce Power,Normal Operation
29,25,31516,14915,Core 0-3,0.8545904461901981,0,0.5723677664030498,Core 0-3,28,Reduce Power,Normal Operation
12,13,3694,47552,Core 0-3,0.574590535517874,0,0.7671453472444492,Core 0-3,11,Reduce Power,Normal Operation
21,18,32898,21898,Core 0-3,0.5458307970341434,0,0.7441893808943105,Core 0-3,20,Reduce Power,Normal Operation
24,29,5289,33191,Core 0-3,0.3078829535370329,0,0.6303975997624485,Core 0-3,23,Reduce Power,Normal Operation
28,27,86195,7159,Core 4-7,0.4606543320110075,0,0.6129272643916202,Core 0-3,27,Reduce Power,Normal Operation
26,24,65467,21144,Core 4-7,0.408846544565385,0,0.6145164449272034,Core 0-3,25,Reduce Power,Normal Operation
3,2,61634,3544,Core 0-3,0.695136235854265,1,0.7498115781758818,Core 0-3,2,Reduce Power,Normal Operation
20,16,71386,4383,Core 4-7,0.5614650062627589,1,0.7802533518547229,Core 0-3,19,Reduce Power,Normal Operation
14,1,99337,32212,Core 4-7,0.3036113530430899,0,0.636329343235634,Core 0-3,13,Reduce Power,Normal Operation
15,26,25477,19824,Core 4-7,0.3316635563180021,0,0.6371163181906482,Core 0-3,14,Reduce Power,Normal Operation
25,19,629,48619,Core 4-7,1.0,0,0.5645031472978264,Core 0-3,24,Reduce Power,Normal Operation
14,9,60183,22045,Core 0-3,0.4142689482370684,0,0.6183339199829784,Core 0-3,13,Reduce Power,Normal Operation
7,28,45831,18704,Core 4-7,0.6354227167305762,0,0.7695500364494618,Core 0-3,6,Reduce Power,Normal Operation
17,3,35126,23768,Core 0-3,0.5044337548306413,0,0.6956930543972706,Core 0-3,16,Reduce Power,Normal Operation
12,25,49003,16262,Core 0-3,0.45013114979425,0,0.6183737998734066,Core 0-3,11,Reduce Power,Normal Operation
20,7,28049,28871,Core 0-3,0.734488836567722,0,0.706283818164041,Core 0-3,19,Reduce Power,Normal Operation
4,29,12842,19347,Core 0-3,0.409061709535037,0,0.6145164449272034,Core 0-3,3,Reduce Power,Normal Operation
9,10,36917,36639,Core 0-3,0.4396057069529937,1,0.6247754867751382,Core 0-3,8,Reduce Power,Normal Operation
6,1,77014,41795,Core 0-3,0.7749700533519011,0,0.598506992376469,Core 0-3,5,Reduce Power,Normal Operation
16,10,52749,10616,Core 0-3,0.4230598975327793,0,0.6172642413863865,Core 0-3,15,Reduce Power,Normal Operation
25,21,53164,30625,Core 0-3,0.2187880056382776,0,0.6697208150139233,Core 0-3,24,Reduce Power,Normal Operation
28,9,9333,31904,Core 0-3,0.2744314200119265,0,0.6462112486595243,Core 0-3,27,Reduce Power,Normal Operation
22,28,61158,28936,Core 0-3,0.6028968874830058,0,0.8012796327405708,Core 0-3,21,Reduce Power,Normal Operation
22,15,99527,3288,Core 4-7,0.3597661039795675,0,0.6167625778791482,Core 0-3,21,Reduce Power,Normal Operation
21,15,29973,32649,Core 4-7,0.7259822842968644,0,0.7301491238044872,Core 0-3,20,Reduce Power,Normal Operation
21,3,1237,4625,Core 4-7,0.504187749115385,0,0.6956930543972706,Core 0-3,20,Reduce Power,Normal Operation
2,25,95465,4106,Core 0-3,0.652465710148311,0,0.7264184725013237,Core 0-3,1,Reduce Power,Normal Operation
24,5,47147,42034,Core 0-3,0.5707640595022628,0,0.7660974312554883,Core 0-3,23,Reduce Power,Normal Operation
8,9,64554,33488,Core 0-3,0.7119556114213985,0,0.7295583175074176,Core 0-3,7,Reduce Power,Normal Operation
11,26,1799,21806,Core 0-3,0.8767485545160202,0,0.5843415204231819,Core 0-3,10,Reduce Power,Normal Operation
13,22,63781,43473,Core 0-3,0.6129476233499301,0,0.7932497044263138,Core 0-3,12,Reduce Power,Normal Operation
17,9,66375,11333,Core 4-7,0.6031904763619339,0,0.8008933472760127,Core 0-3,16,Reduce Power,Normal Operation
8,23,33420,22497,Core 4-7,0.7224307835721802,0,0.7172209172563657,Core 0-3,7,Reduce Power,Normal Operation
21,7,55336,34021,Core 0-3,0.3872143175471895,0,0.6042207692738254,Core 0-3,20,Reduce Power,Normal Operation
